Date,Adj Close,Close,High,Low,Open,Volume,Body,Range,Upper_Wick,Lower_Wick,Body_Ratio,Upper_Wick_Ratio,Lower_Wick_Ratio,PivotHigh,PivotLow,HH,HL,LH,LL,Structure,Trend,Market_Control,EMA50,EMA200,HTF_Bias,Hammer,Inverted_Hammer,Doji,Bullish_Engulfing,Bearish_Engulfing,Shooting_Star,Morning_Star,Evening_Star,Previous_Trend,Trend_Reversal,Pattern_Context,Reversal_Confirmed
2025-06-11,1436.49,1448.9,1468.6,1443.1,1445.8,8195700,3.1,25.5,19.7,2.7,0.1216,0.7725,0.1059,1468.6,,True,False,False,False,HH,Uptrend,Buyers,1377.48,1335.54,Bullish,0,1,0,0,0,0,0,0,Downtrend,Bullish Reversal,Bullish Pattern in Downtrend,Yes
2025-06-12,1429.26,1441.6,1457.0,1434.4,1453.5,8828114,11.9,22.6,3.5,7.2,0.5265,0.1549,0.3186,,,False,False,False,False,,Uptrend,Buyers,1380.0,1336.59,Bullish,0,0,0,0,1,0,0,0,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2025-06-13,1415.67,1427.9,1435.5,1414.3,1424.0,9757276,3.9,21.2,7.6,9.7,0.184,0.3585,0.4575,,1414.3,False,True,False,False,HL,Uptrend,Buyers,1381.87,1337.5,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-06-16,1425.49,1437.8,1442.4,1424.4,1426.9,8458093,10.9,18.0,4.6,2.5,0.6056,0.2556,0.1389,,,False,False,False,False,,Uptrend,Buyers,1384.07,1338.5,Bullish,0,0,0,0,0,0,1,0,Uptrend,No Reversal,No Context,No
2025-06-17,1418.95,1431.2,1448.0,1425.8,1448.0,10366599,16.8,22.2,0.0,5.4,0.7568,0.0,0.2432,,,False,False,False,False,,Uptrend,Buyers,1385.92,1339.42,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-06-18,1417.86,1430.1,1442.8,1425.7,1430.0,6681735,0.1,17.1,12.7,4.3,0.0058,0.7427,0.2515,,,False,False,False,False,,Uptrend,Buyers,1387.65,1340.32,Bullish,0,0,1,0,0,0,0,0,Uptrend,No Reversal,Market Indecision,No
2025-06-19,1421.03,1433.3,1439.9,1425.7,1430.1,10007230,3.2,14.2,6.6,4.4,0.2254,0.4648,0.3099,,,False,False,False,False,,Uptrend,Buyers,1389.44,1341.25,Bullish,0,0,0,0,0,0,1,0,Uptrend,No Reversal,No Context,No
2025-06-20,1453.65,1466.2,1471.0,1428.1,1431.0,29010635,35.2,42.9,4.8,2.9,0.8205,0.1119,0.0676,,,False,False,False,False,,Uptrend,Buyers,1392.45,1342.49,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-06-23,1444.33,1456.8,1463.8,1442.0,1453.0,5989078,3.8,21.8,7.0,11.0,0.1743,0.3211,0.5046,,,False,False,False,False,,Uptrend,Buyers,1394.97,1343.63,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-06-24,1438.38,1450.8,1475.0,1443.1,1465.0,16402744,14.2,31.9,10.0,7.7,0.4451,0.3135,0.2414,,,False,False,False,False,,Uptrend,Buyers,1397.16,1344.7,Bullish,0,0,0,0,1,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2025-06-25,1454.74,1467.3,1472.4,1460.5,1464.0,7525851,3.3,11.9,5.1,3.5,0.2773,0.4286,0.2941,,,False,False,False,False,,Uptrend,Buyers,1399.91,1345.92,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-06-26,1482.5,1495.3,1498.8,1465.1,1469.1,14657893,26.2,33.7,3.5,4.0,0.7774,0.1039,0.1187,,,False,False,False,False,,Uptrend,Buyers,1403.65,1347.4,Bullish,0,0,0,0,0,0,1,0,Uptrend,No Reversal,No Context,No
2025-06-27,1502.43,1515.4,1522.0,1496.9,1499.4,11117052,16.0,25.1,6.6,2.5,0.6375,0.2629,0.0996,,,False,False,False,False,,Uptrend,Buyers,1408.04,1349.08,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-06-30,1487.75,1500.6,1524.8,1496.0,1513.8,8409527,13.2,28.8,11.0,4.6,0.4583,0.3819,0.1597,,,False,False,False,False,,Uptrend,Buyers,1411.67,1350.58,Bullish,0,0,0,0,0,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2025-07-01,1515.31,1528.4,1531.4,1500.1,1500.6,10368523,27.8,31.3,3.0,0.5,0.8882,0.0958,0.016,,,False,False,False,False,,Uptrend,Buyers,1416.24,1352.35,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-02,1505.8,1518.8,1530.0,1508.7,1528.4,6361002,9.6,21.3,1.6,10.1,0.4507,0.0751,0.4742,,,False,False,False,False,,Uptrend,Buyers,1420.26,1354.01,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-03,1504.8,1517.8,1531.9,1513.0,1520.8,11283291,3.0,18.9,11.1,4.8,0.1587,0.5873,0.254,,,False,False,False,False,,Uptrend,Buyers,1424.09,1355.64,Bullish,0,0,0,0,0,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2025-07-04,1514.22,1527.3,1530.0,1517.2,1524.0,6603501,3.3,12.8,2.7,6.8,0.2578,0.2109,0.5312,,,False,False,False,False,,Uptrend,Buyers,1428.14,1357.35,Bullish,1,0,0,0,0,0,1,0,Uptrend,No Reversal,No Context,No
2025-07-07,1528.3,1541.5,1544.8,1525.0,1526.6,7251074,14.9,19.8,3.3,1.6,0.7525,0.1667,0.0808,,,False,False,False,False,,Uptrend,Buyers,1432.58,1359.18,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-08,1524.44,1537.6,1544.9,1530.2,1536.0,7171261,1.6,14.7,7.3,5.8,0.1088,0.4966,0.3946,,,False,False,False,False,,Uptrend,Buyers,1436.7,1360.95,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-09,1505.99,1519.0,1551.0,1510.1,1536.7,8870660,17.7,40.9,14.3,8.9,0.4328,0.3496,0.2176,1551.0,,True,False,False,False,HH,Uptrend,Buyers,1439.93,1362.53,Bullish,0,0,0,0,0,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2025-07-10,1504.21,1517.2,1524.7,1507.5,1519.7,10047129,2.5,17.2,5.0,9.7,0.1453,0.2907,0.564,,,False,False,False,False,,Uptrend,Buyers,1442.96,1364.07,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-11,1482.4,1495.2,1515.0,1490.3,1512.0,7234991,16.8,24.7,3.0,4.9,0.6802,0.1215,0.1984,,,False,False,False,False,,Uptrend,Buyers,1445.01,1365.37,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-14,1471.0,1483.7,1500.0,1479.1,1492.2,10311846,8.5,20.9,7.8,4.6,0.4067,0.3732,0.2201,,,False,False,False,False,,Uptrend,Buyers,1446.52,1366.55,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-15,1472.68,1485.4,1496.5,1482.4,1486.2,8132454,0.8,14.1,10.3,3.0,0.0567,0.7305,0.2128,,,False,False,False,False,,Uptrend,Buyers,1448.05,1367.73,Bullish,0,0,1,0,0,0,0,0,Uptrend,No Reversal,Market Indecision,No
2025-07-16,1472.88,1485.6,1491.0,1471.5,1473.0,10409983,12.6,19.5,5.4,1.5,0.6462,0.2769,0.0769,,,False,False,False,False,,Uptrend,Buyers,1449.52,1368.9,Bullish,0,0,0,0,0,0,1,0,Uptrend,No Reversal,No Context,No
2025-07-17,1463.76,1476.4,1489.6,1473.9,1487.4,11854613,11.0,15.7,2.2,2.5,0.7006,0.1401,0.1592,,,False,False,False,False,,Uptrend,Buyers,1450.58,1369.97,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-18,1463.36,1476.0,1484.8,1469.1,1484.8,10296318,8.8,15.7,0.0,6.9,0.5605,0.0,0.4395,,,False,False,False,False,,Uptrend,Buyers,1451.57,1371.03,Bullish,0,0,0,0,0,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2025-07-21,1416.37,1428.6,1476.0,1423.1,1465.0,22442744,36.4,52.9,11.0,5.5,0.6881,0.2079,0.104,,,False,False,False,False,,Uptrend,Buyers,1450.67,1371.6,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-22,1400.7,1412.8,1431.9,1410.7,1427.4,20396320,14.6,21.2,4.5,2.1,0.6887,0.2123,0.0991,,,False,False,False,False,,Uptrend,Buyers,1449.19,1372.01,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-23,1412.4,1424.6,1426.0,1414.4,1426.0,8354596,1.4,11.6,0.0,10.2,0.1207,0.0,0.8793,,,False,False,False,False,,Uptrend,Buyers,1448.22,1372.53,Bullish,1,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-24,1390.89,1402.9,1423.0,1396.0,1419.2,14740507,16.3,27.0,3.8,6.9,0.6037,0.1407,0.2556,,,False,False,False,False,,Uptrend,Buyers,1446.45,1372.84,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-25,1379.78,1391.7,1401.0,1384.1,1398.9,11854722,7.2,16.9,2.1,7.6,0.426,0.1243,0.4497,,,False,False,False,False,,Uptrend,Buyers,1444.3,1373.02,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-28,1375.72,1387.6,1407.8,1385.0,1392.3,7748361,4.7,22.8,15.5,2.6,0.2061,0.6798,0.114,,,False,False,False,False,,Uptrend,Buyers,1442.08,1373.17,Bullish,0,1,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-29,1404.97,1417.1,1420.2,1383.0,1383.0,10750072,34.1,37.2,3.1,0.0,0.9167,0.0833,0.0,,,False,False,False,False,,Uptrend,Buyers,1441.1,1373.61,Bullish,0,0,0,1,0,0,1,0,Uptrend,No Reversal,No Context,No
2025-07-30,1398.03,1410.1,1423.3,1401.3,1418.1,7209849,8.0,22.0,5.2,8.8,0.3636,0.2364,0.4,,,False,False,False,False,,Uptrend,Buyers,1439.88,1373.97,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-07-31,1378.3,1390.2,1402.6,1382.2,1388.1,17065827,2.1,20.4,12.4,5.9,0.1029,0.6078,0.2892,,,False,False,False,False,,Uptrend,Buyers,1437.93,1374.13,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-08-01,1381.77,1393.7,1405.9,1384.3,1386.9,10321171,6.8,21.6,12.2,2.6,0.3148,0.5648,0.1204,,,False,False,False,False,,Uptrend,Buyers,1436.2,1374.33,Bullish,0,0,0,0,0,0,1,0,Uptrend,No Reversal,No Context,No
2025-08-04,1399.41,1411.5,1416.1,1391.7,1395.1,6312820,16.4,24.4,4.6,3.4,0.6721,0.1885,0.1393,,,False,False,False,False,,Uptrend,Buyers,1435.23,1374.7,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-08-05,1379.78,1391.7,1411.0,1388.1,1411.0,9315972,19.3,22.9,0.0,3.6,0.8428,0.0,0.1572,,,False,False,False,False,,Uptrend,Buyers,1433.52,1374.86,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-08-06,1380.87,1392.8,1395.9,1383.3,1391.9,5834312,0.9,12.6,3.1,8.6,0.0714,0.246,0.6825,,,False,False,False,False,,Uptrend,Buyers,1431.92,1375.04,Bullish,0,0,1,0,0,0,0,0,Uptrend,No Reversal,Market Indecision,No
2025-08-07,1377.5,1389.4,1393.7,1366.0,1387.7,9976705,1.7,27.7,4.3,21.7,0.0614,0.1552,0.7834,,,False,False,False,False,,Uptrend,Buyers,1430.26,1375.19,Bullish,0,0,1,0,0,0,1,0,Uptrend,No Reversal,Market Indecision,No
2025-08-08,1356.09,1367.8,1397.2,1365.0,1385.0,8793606,17.2,32.2,12.2,2.8,0.5342,0.3789,0.087,,,False,False,False,False,,Uptrend,Buyers,1427.81,1375.11,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-08-11,1374.33,1386.2,1388.0,1361.2,1370.0,9997486,16.2,26.8,1.8,8.8,0.6045,0.0672,0.3284,,1361.2,False,False,False,True,LL,Downtrend,Sellers,1426.18,1375.22,Bullish,0,0,0,0,0,0,0,0,Uptrend,Bearish Reversal,No Context,No
2025-08-12,1368.58,1380.4,1401.9,1375.2,1381.9,12244664,1.5,26.7,20.0,5.2,0.0562,0.7491,0.1948,,,False,False,False,False,,Downtrend,Sellers,1424.38,1375.27,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2025-08-13,1370.76,1382.6,1391.8,1377.5,1388.0,7457021,5.4,14.3,3.8,5.1,0.3776,0.2657,0.3566,,,False,False,False,False,,Downtrend,Sellers,1422.74,1375.35,Bullish,0,0,0,0,0,0,0,1,Downtrend,No Reversal,No Context,No
2025-08-14,1367.48,1373.8,1380.7,1370.1,1377.3,7126128,3.5,10.6,3.4,3.7,0.3302,0.3208,0.3491,,,False,False,False,False,,Downtrend,Sellers,1420.82,1375.33,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-08-18,1375.34,1381.7,1394.9,1377.0,1390.0,11785109,8.3,17.9,4.9,4.7,0.4637,0.2737,0.2626,,,False,False,False,False,,Downtrend,Sellers,1419.29,1375.39,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-08-19,1413.56,1420.1,1421.0,1389.1,1390.0,14384719,30.1,31.9,0.9,0.9,0.9436,0.0282,0.0282,,,False,False,False,False,,Downtrend,Sellers,1419.32,1375.84,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-08-20,1406.5,1413.0,1424.9,1410.0,1413.0,8725641,0.0,14.9,11.9,3.0,0.0,0.7987,0.2013,,,False,False,False,False,,Downtrend,Sellers,1419.07,1376.21,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2025-08-21,1418.24,1424.8,1431.9,1420.3,1425.0,11021323,0.2,11.6,6.9,4.5,0.0172,0.5948,0.3879,1431.9,,False,False,True,False,LH,Downtrend,Sellers,1419.3,1376.69,Bullish,0,0,1,0,0,0,0,1,Downtrend,No Reversal,Market Indecision,No
2025-08-22,1402.71,1409.2,1423.4,1407.9,1420.0,5818868,10.8,15.5,3.4,1.3,0.6968,0.2194,0.0839,,,False,False,False,False,,Downtrend,Sellers,1418.9,1377.02,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-08-25,1406.1,1412.6,1419.5,1405.7,1414.7,5979407,2.1,13.8,4.8,6.9,0.1522,0.3478,0.5,,,False,False,False,False,,Downtrend,Sellers,1418.65,1377.37,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-08-26,1378.53,1384.9,1410.0,1381.6,1408.0,12145259,23.1,28.4,2.0,3.3,0.8134,0.0704,0.1162,,,False,False,False,False,,Downtrend,Sellers,1417.33,1377.45,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-08-28,1379.52,1385.9,1392.2,1366.5,1389.9,13161813,4.0,25.7,2.3,19.4,0.1556,0.0895,0.7549,,,False,False,False,False,,Downtrend,Sellers,1416.1,1377.53,Bullish,1,0,0,0,0,0,0,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2025-08-29,1350.95,1357.2,1403.5,1350.0,1381.1,18758842,23.9,53.5,22.4,7.2,0.4467,0.4187,0.1346,,,False,False,False,False,,Downtrend,Sellers,1413.79,1377.33,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-01,1347.67,1353.9,1363.2,1340.6,1356.0,11232238,2.1,22.6,7.2,13.3,0.0929,0.3186,0.5885,,1340.6,False,False,False,True,LL,Downtrend,Sellers,1411.44,1377.09,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2025-09-02,1360.21,1366.5,1384.5,1354.5,1354.8,11517006,11.7,30.0,18.0,0.3,0.39,0.6,0.01,,,False,False,False,False,,Downtrend,Sellers,1409.68,1376.99,Bullish,0,0,0,0,0,0,1,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2025-09-03,1366.28,1372.6,1376.5,1360.5,1369.7,7847563,2.9,16.0,3.9,9.2,0.1812,0.2438,0.575,,,False,False,False,False,,Downtrend,Sellers,1408.22,1376.95,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-04,1353.04,1359.3,1374.0,1357.1,1371.8,13223177,12.5,16.9,2.2,2.2,0.7396,0.1302,0.1302,,,False,False,False,False,,Downtrend,Sellers,1406.3,1376.77,Bullish,0,0,0,0,0,0,0,1,Downtrend,No Reversal,No Context,No
2025-09-05,1368.67,1375.0,1381.0,1359.3,1363.0,5777575,12.0,21.7,6.0,3.7,0.553,0.2765,0.1705,,,False,False,False,False,,Downtrend,Sellers,1405.08,1376.75,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-08,1372.16,1378.5,1386.0,1372.4,1380.0,6986720,1.5,13.6,6.0,6.1,0.1103,0.4412,0.4485,,,False,False,False,False,,Downtrend,Sellers,1404.04,1376.77,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-09,1369.87,1376.2,1381.2,1368.7,1376.6,9754452,0.4,12.5,4.6,7.5,0.032,0.368,0.6,,,False,False,False,False,,Downtrend,Sellers,1402.94,1376.76,Bullish,0,0,1,0,0,0,0,1,Downtrend,No Reversal,Market Indecision,No
2025-09-10,1370.66,1377.0,1388.5,1374.1,1383.9,7790815,6.9,14.4,4.6,2.9,0.4792,0.3194,0.2014,,,False,False,False,False,,Downtrend,Sellers,1401.93,1376.77,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-11,1376.93,1383.3,1385.5,1375.0,1376.0,9766072,7.3,10.5,2.2,1.0,0.6952,0.2095,0.0952,,,False,False,False,False,,Downtrend,Sellers,1401.2,1376.83,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-12,1388.58,1395.0,1396.3,1380.5,1383.3,7403368,11.7,15.8,1.3,2.8,0.7405,0.0823,0.1772,,,False,False,False,False,,Downtrend,Sellers,1400.95,1377.01,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-15,1392.86,1399.3,1400.8,1388.6,1393.0,5396697,6.3,12.2,1.5,4.4,0.5164,0.123,0.3607,,,False,False,False,False,,Downtrend,Sellers,1400.89,1377.23,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-16,1398.83,1405.3,1408.0,1398.2,1404.7,8686961,0.6,9.8,2.7,6.5,0.0612,0.2755,0.6633,,,False,False,False,False,,Downtrend,Sellers,1401.06,1377.51,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2025-09-17,1407.29,1413.8,1416.2,1406.9,1407.0,7519417,6.8,9.3,2.4,0.1,0.7312,0.2581,0.0108,,,False,False,False,False,,Downtrend,Sellers,1401.56,1377.87,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-18,1408.49,1415.0,1422.0,1410.7,1420.4,9332642,5.4,11.3,1.6,4.3,0.4779,0.1416,0.3805,1422.0,,False,False,True,False,LH,Downtrend,Sellers,1402.09,1378.24,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-19,1400.92,1407.4,1417.0,1403.6,1414.9,13461373,7.5,13.4,2.1,3.8,0.5597,0.1567,0.2836,,,False,False,False,False,,Downtrend,Sellers,1402.3,1378.53,Bullish,0,0,0,0,0,0,0,1,Downtrend,No Reversal,No Context,No
2025-09-22,1384.2,1390.6,1410.7,1388.0,1403.9,7757970,13.3,22.7,6.8,2.6,0.5859,0.2996,0.1145,,,False,False,False,False,,Downtrend,Sellers,1401.84,1378.65,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-23,1383.4,1389.8,1395.0,1376.8,1391.0,14014702,1.2,18.2,4.0,13.0,0.0659,0.2198,0.7143,,,False,False,False,False,,Downtrend,Sellers,1401.37,1378.76,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2025-09-24,1376.64,1383.0,1396.0,1380.4,1385.3,5922759,2.3,15.6,10.7,2.6,0.1474,0.6859,0.1667,,,False,False,False,False,,Downtrend,Sellers,1400.64,1378.81,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-25,1366.08,1372.4,1384.5,1369.0,1381.3,11411143,8.9,15.5,3.2,3.4,0.5742,0.2065,0.2194,,,False,False,False,False,,Downtrend,Sellers,1399.54,1378.74,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-26,1371.26,1377.6,1382.7,1366.0,1372.0,9879109,5.6,16.7,5.1,6.0,0.3353,0.3054,0.3593,,,False,False,False,False,,Downtrend,Sellers,1398.68,1378.73,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-29,1366.48,1372.8,1389.0,1368.0,1381.6,14231999,8.8,21.0,7.4,4.8,0.419,0.3524,0.2286,,,False,False,False,False,,Downtrend,Sellers,1397.66,1378.67,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-09-30,1357.72,1364.0,1377.1,1362.8,1377.1,14604684,13.1,14.3,0.0,1.2,0.9161,0.0,0.0839,,,False,False,False,False,,Downtrend,Sellers,1396.34,1378.53,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-10-01,1362.4,1368.7,1378.6,1362.7,1367.0,12045916,1.7,15.9,9.9,4.3,0.1069,0.6226,0.2704,,,False,False,False,False,,Downtrend,Sellers,1395.26,1378.43,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-10-03,1357.13,1363.4,1371.6,1356.9,1363.2,12842347,0.2,14.7,8.2,6.3,0.0136,0.5578,0.4286,,1356.9,False,True,False,False,HL,Uptrend,Buyers,1394.01,1378.28,Bullish,0,0,1,0,0,0,1,0,Downtrend,Bullish Reversal,Market Indecision,No
2025-10-06,1368.67,1375.0,1377.4,1359.0,1360.0,12396580,15.0,18.4,2.4,1.0,0.8152,0.1304,0.0543,,,False,False,False,False,,Uptrend,Buyers,1393.26,1378.25,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2025-10-07,1378.43,1384.8,1395.9,1375.9,1376.0,11244040,8.8,20.0,11.1,0.1,0.44,0.555,0.005,1395.9,,False,False,True,False,LH,Downtrend,Sellers,1392.93,1378.31,Bullish,0,0,0,0,0,0,0,0,Uptrend,Bearish Reversal,No Context,No
2025-10-08,1361.11,1367.4,1389.0,1364.5,1384.8,8525081,17.4,24.5,4.2,2.9,0.7102,0.1714,0.1184,,,False,False,False,False,,Downtrend,Sellers,1391.93,1378.2,Bullish,0,0,0,0,0,0,0,1,Downtrend,No Reversal,No Context,No
2025-10-09,1371.46,1377.8,1380.0,1369.1,1374.0,8826633,3.8,10.9,2.2,4.9,0.3486,0.2018,0.4495,,,False,False,False,False,,Downtrend,Sellers,1391.38,1378.2,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-10-10,1375.34,1381.7,1388.0,1375.1,1377.8,6373084,3.9,12.9,6.3,2.7,0.3023,0.4884,0.2093,,,False,False,False,False,,Downtrend,Sellers,1391.0,1378.23,Bullish,0,0,0,0,0,0,1,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2025-10-13,1368.67,1375.0,1377.7,1367.8,1376.9,7600682,1.9,9.9,0.8,7.2,0.1919,0.0808,0.7273,,,False,False,False,False,,Downtrend,Sellers,1390.37,1378.2,Bullish,1,0,0,0,0,0,0,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2025-10-14,1369.57,1375.9,1388.0,1370.1,1380.0,9768174,4.1,17.9,8.0,5.8,0.2291,0.4469,0.324,,,False,False,False,False,,Downtrend,Sellers,1389.8,1378.18,Bullish,0,0,0,0,0,0,0,1,Downtrend,No Reversal,No Context,No
2025-10-15,1367.98,1374.3,1384.0,1372.7,1383.0,10882743,8.7,11.3,1.0,1.6,0.7699,0.0885,0.1416,,,False,False,False,False,,Downtrend,Sellers,1389.19,1378.14,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-10-16,1391.86,1398.3,1400.5,1375.0,1375.1,12315932,23.2,25.5,2.2,0.1,0.9098,0.0863,0.0039,,,False,False,False,False,,Downtrend,Sellers,1389.55,1378.34,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-10-17,1410.28,1416.8,1423.3,1399.1,1401.0,19335561,15.8,24.2,6.5,1.9,0.6529,0.2686,0.0785,,,False,False,False,False,,Downtrend,Sellers,1390.62,1378.72,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-10-20,1460.05,1466.8,1473.8,1433.3,1440.0,24721978,26.8,40.5,7.0,6.7,0.6617,0.1728,0.1654,,,False,False,False,False,,Downtrend,Sellers,1393.61,1379.6,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-10-21,1458.46,1465.2,1474.0,1460.0,1468.0,2066169,2.8,14.0,6.0,5.2,0.2,0.4286,0.3714,,,False,False,False,False,,Downtrend,Sellers,1396.41,1380.45,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-10-23,1441.73,1448.4,1482.9,1444.6,1475.0,18707090,26.6,38.3,7.9,3.8,0.6945,0.2063,0.0992,,,False,False,False,False,,Downtrend,Sellers,1398.45,1381.13,Bullish,0,0,0,0,0,0,0,1,Downtrend,No Reversal,No Context,No
2025-10-24,1444.92,1451.6,1459.8,1441.0,1450.0,9700837,1.6,18.8,8.2,9.0,0.0851,0.4362,0.4787,,,False,False,False,False,,Downtrend,Sellers,1400.54,1381.83,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2025-10-27,1477.27,1484.1,1485.0,1458.0,1463.0,14113867,21.1,27.0,0.9,5.0,0.7815,0.0333,0.1852,,,False,False,False,False,,Downtrend,Sellers,1403.81,1382.85,Bullish,0,0,0,0,0,0,1,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2025-10-28,1480.06,1486.9,1492.0,1477.6,1484.1,17631577,2.8,14.4,5.1,6.5,0.1944,0.3542,0.4514,,,False,False,False,False,,Downtrend,Sellers,1407.07,1383.88,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2025-10-29,1497.28,1504.2,1508.3,1488.1,1490.0,11884745,14.2,20.2,4.1,1.9,0.703,0.203,0.0941,1508.3,,True,False,False,False,HH,Uptrend,Buyers,1410.88,1385.08,Bullish,0,0,0,0,0,0,0,0,Downtrend,Bullish Reversal,No Context,No
2025-10-30,1481.65,1488.5,1503.1,1484.0,1500.0,9318663,11.5,19.1,3.1,4.5,0.6021,0.1623,0.2356,,,False,False,False,False,,Uptrend,Buyers,1413.93,1386.11,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
